"CAS"	"Synonyms"	"DatabaseCount"
"6358-53-8"	"6358-53-8;CITRUS RED 2;Citrus Red"	4
"636-30-6"	"2,4,5-TRICHLOROANILINE;636-30-6;Benzenamine, 2,4,5-trichloro-"	4
"6362-80-7"	"2,4-Diphenyl-4-methyl-1-pentene;6362-80-7;(4-Methylpent-1-ene-2,4-diyl)dibenzene"	4
"637-07-0"	"clofibrate;637-07-0;Ethyl clofibrate"	4
"637-78-5"	"ISOPROPYL PROPIONATE;637-78-5;Propanoic acid, 1-methylethyl ester"	4
"638-16-4"	"Trithiocyanuric acid;638-16-4;1,3,5-triazinane-2,4,6-trithione"	4
"638-29-9"	"Valeryl chloride;PENTANOYL CHLORIDE;638-29-9"	4
"64-04-0"	"Phenethylamine;2-phenylethylamine;2-Phenylethanamine"	4
"64-69-7"	"IODOACETIC ACID;64-69-7;2-Iodoacetic acid"	4
"64-75-5"	"TETRACYCLINE HYDROCHLORIDE;64-75-5;Tetracycline HCl"	4
"64-77-7"	"tolbutamide;64-77-7;Orinase"	4
"64147-40-6"	";6425-39-4;Dimorpholinodiethyl ether"	4
"6425-39-4"	"6425-39-4;Dimorpholinodiethyl ether;Bis(2-morpholinoethyl) Ether"	4
"644-64-4"	"DIMETILAN;644-64-4;Dimetilane"	4
"64485-90-1"	"64485-90-1;(Z)-2-(2-Tritylaminothiazol-4-yl)-2-methoxyiminoacetic acid;(2Z)-2-methoxyimino-2-[2-(tritylamino)-1,3-thiazol-4-yl]acetic acid"	4
"646-04-8"	"trans-2-Pentene;(E)-2-Pentene;646-04-8"	4
"646-13-9"	"ISOBUTYL STEARATE;646-13-9;Octadecanoic acid, 2-methylpropyl ester"	4
"64665-57-2"	"Tolytriazole Sodium Salt;64665-57-2;Sodium 4-tolyltriazole"	4
"6471-49-4"	"C.I. Pigment Red 23;Pigment Red 23;6471-49-4"	4
"6471-78-9"	"6471-78-9;4-Amino-5-methoxy-2-methylbenzenesulfonic acid;Benzenesulfonic acid, 4-amino-5-methoxy-2-methyl-"	4
"64741-49-7"	";;"	4
"64741-99-7"	";;"	4
"64742-06-9"	";;"	4
"64742-07-0"	";;"	4
"64742-10-5"	";;"	4
"64742-15-0"	";;"	4
"64742-21-8"	";;"	4
"64742-24-1"	";;"	4
"64742-40-1"	";;"	4
"64742-64-9"	";;"	4
"64742-68-3"	";;"	4
"64742-69-4"	";;"	4
"64742-87-6"	";;"	4
"64742-98-9"	";;"	4
"64742-99-0"	";;"	4
"64754-93-4"	";;"	4
"64754-94-5"	";;(-)-Carvone"	4
"64771-71-7"	";(-)-Carvone;6485-40-1"	4
"6485-40-1"	"(-)-Carvone;6485-40-1;l-Carvone"	4
"65195-55-3"	"AVERMECTIN B1A;65195-55-3;abamectin component B1a"	4
"65229-23-4"	";Vanadyl phosphate;Vanadium hydroxide oxide phosphate"	4
"65232-89-5"	"Vanadyl phosphate;Vanadium hydroxide oxide phosphate;65232-89-5"	4
"6528-34-3"	"6528-34-3;PIGMENT YELLOW 65;Permanent Yellow Rn"	4
"65321-67-7"	"Toluene-2,4-diammonium sulphate;65321-67-7;EINECS 265-697-8"	4
"65322-65-8"	"1-(1-naphthylmethyl)quinolinium chloride;65322-65-8;Quinolinium, 1-(1-naphthalenylmethyl)-, chloride"	4
"65405-77-8"	"cis-3-Hexenyl salicylate;65405-77-8;(Z)-3-Hexenyl salicylate"	4
"65753-47-1"	"2-Chloro-3-(trifluoromethyl)pyridine;65753-47-1;2-Chloro-3-trifluoromethylpyridine"	4
"65996-62-5"	"Starch, oxidized;65996-62-5;Starch, bleached"	4
"65996-63-6"	";;"	4
"65996-64-7"	";;"	4
"65996-66-9"	";;"	4
"65996-67-0"	";;"	4
"65996-72-7"	";;"	4
"65996-74-9"	";;"	4
"65996-77-2"	";;"	4
"65996-81-8"	";;"	4
"65996-86-3"	";;"	4
"65996-95-4"	";;"	4
"65996-96-5"	";;"	4
"65997-01-5"	";;"	4
"65997-02-6"	";;"	4
"65997-03-7"	";;1,10-phenanthroline"	4
"65997-18-4"	";1,10-phenanthroline;o-phenanthroline"	4
"66-71-7"	"1,10-phenanthroline;o-phenanthroline;66-71-7"	4
"66-84-2"	";;"	4
"66071-94-1"	";;CYROMAZINE"	4
"66072-08-0"	";CYROMAZINE;66215-27-8"	4
"66215-27-8"	"CYROMAZINE;66215-27-8;Larvadex"	4
"66241-11-0"	";Penconazole;66246-88-6"	4
"66246-88-6"	"Penconazole;66246-88-6;Topaze"	4
"66346-01-8"	"1-(4-Chlorophenyl)-4,4-dimethyl-3-pentanone;66346-01-8;1-(4-chlorophenyl)-4,4-dimethylpentan-3-one"	4
"66441-23-4"	"FENOXAPROP-ETHYL;Fenoxaprop ethyl;66441-23-4"	4
"66733-21-9"	";TRALOMETHRIN;66841-25-6"	4
"66841-25-6"	"TRALOMETHRIN;66841-25-6;Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(1,2,2,2-tetrabromoethyl)-, cyano(3-phenoxyphenyl)methyl ester"	4
"67124-09-8"	"2-Propanol, 1-(tert-dodecylthio)-;67124-09-8;tert-Dodecyl 2-hydroxypropyl sulfide"	4
"67375-30-8"	"cypermethrin;52315-07-8;alpha-cypermethrin"	4
"6742-54-7"	"UNDECYLBENZENE;1-Phenylundecane;6742-54-7"	4
"675-62-7"	"675-62-7;(3,3,3-Trifluoropropyl)methyldichlorosilane;(3,3,3-Trifluoropropyl)dichloromethylsilane"	4
"67700-99-6"	"dipalmitylmethylamine;N-hexadecyl-N-methylhexadecan-1-amine;Amines, di-C14-18-alkylmethyl"	4
"67701-01-3"	";;Isooleic acid"	4
"67701-10-4"	";Isooleic acid;(E)-octadec-10-enoic acid"	4
"67701-11-5"	"Isooleic acid;(E)-octadec-10-enoic acid;trans-10-octadecenoic acid"	4
"67701-30-8"	"Glycerides, C16-18 and C18-unsatd.;EINECS 266-948-4;(C16-C18) and (C18) Unsaturated trialkyl glycerides"	4
"67762-36-1"	";Sodium nonanoate;14047-60-0"	4
"67762-44-1"	"Sodium nonanoate;14047-60-0;Pelargonic Acid Sodium Salt"	4
"67762-55-4"	";67762-72-5;2,5-Pyrrolidinedione, 1-[2-[[2-[[2-[(2-aminoethyl)amino]ethyl]amino]ethyl]amino]ethyl]-, monopolyisobutenyl derivs."	4
"67762-72-5"	"67762-72-5;2,5-Pyrrolidinedione, 1-[2-[[2-[[2-[(2-aminoethyl)amino]ethyl]amino]ethyl]amino]ethyl]-, monopolyisobutenyl derivs.;2,5-Pyrrolidinedione, 1-(2-((2-((2-((2-aminoethyl)amino)ethyl)amino)ethyl)amino)ethyl)-, monopolyisobutenyl derivs."	4
"67762-77-0"	"18908-20-8;(2-Methyl-2-propenyl)succinic Anhydride;3-(2-Methylallyl)dihydrofuran-2,5-dione"	4
"67762-79-2"	"Polybutenyl succinic anhydride;2,5-Furandione, dihydro-, monopolybutenyl derivs.;67762-79-2"	4
"67762-90-7"	";;UNII-1IQ37U7KFJ"	4
"67784-80-9"	";UNII-1IQ37U7KFJ;1IQ37U7KFJ"	4
"67786-25-8"	"UNII-1IQ37U7KFJ;1IQ37U7KFJ;67786-25-8"	4
"67806-10-4"	"Myristamidopropylamine oxide;UNII-3HSF539C9T;67806-10-4"	4
"67846-68-8"	"67846-68-8;Distearoylethyl dimonium chloride;UNII-438IW0F1CL"	4
"67859-51-2"	"Ammonium zinc edetate;67859-51-2;EINECS 267-400-7"	4
"67989-24-6"	"Neopentyl glycol oleate;9-Octadecenoic acid (9Z)-, ester with 2,2-dimethyl-1,3-propanediol;67989-24-6"	4
"68-26-8"	"retinol;Vitamin A;all-trans-Retinol"	4
"68002-58-4"	"Quaternary ammonium compounds, di-C14-18-alkyldimethyl, Me sulfates;68002-58-4;EINECS 268-071-2"	4
"68002-64-2"	";Heptadecanenitrile;Heptadecanonitrile"	4
"68002-65-3"	"Heptadecanenitrile;Heptadecanonitrile;5399-02-0"	4
"68002-79-9"	";;"	4
"68002-87-9"	";;Cobalt dimolybdenum nickel octaoxide"	4
"68002-97-1"	";Cobalt dimolybdenum nickel octaoxide;68016-03-5"	4
"68016-03-5"	"Cobalt dimolybdenum nickel octaoxide;68016-03-5;Molybdic acid, cobalt, nickel salt"	4
"68037-95-6"	"Hexadecylamine;1-Hexadecylamine;Cetylamine"	4
"68039-49-6"	"68039-49-6;2,4-Dimethyl-3-cyclohexenecarboxaldehyde;Ligustral"	4
"68052-49-3"	"1,6-Hexanediaminium, N,N,N',N'-tetrabutyl-N,N'-diethyl-, bis(ethyl sulfate);68052-49-3;UNII-4552L9Y55I"	4
"6807-17-6"	"6807-17-6;4,4'-(1,3-Dimethylbutylidene)diphenol;4,4'-(4-methylpentane-2,2-diyl)diphenol"	4
"68082-64-4"	";2627-95-4;1,3-Divinyltetramethyldisiloxane"	4
"68083-19-2"	"2627-95-4;1,3-Divinyltetramethyldisiloxane;1,1,3,3-Tetramethyl-1,3-divinyldisiloxane"	4
"68122-86-1"	";;"	4
"68130-19-8"	";;"	4
"68131-05-5"	";;"	4
"68131-33-9"	";;"	4
"68131-72-6"	";;"	4
"68131-74-8"	";;Copper nickel formate"	4
"68132-46-7"	";Copper nickel formate;Formic acid, copper nickel salt"	4
"68134-59-8"	"Copper nickel formate;Formic acid, copper nickel salt;Formic acid, copper nickel salt (1:?:?)"	4
"68139-89-9"	";;"	4
"68140-01-2"	";;"	4
"68140-16-9"	";;"	4
"68153-57-1"	";;(E)-3-Heptadecene"	4
"68153-81-1"	";(E)-3-Heptadecene;3-Heptadecene, (Z)-"	4
"68155-00-0"	"(E)-3-Heptadecene;3-Heptadecene, (Z)-;heptadec-3-ene"	4
"68155-09-9"	";Amines, C14-18 and C16-18-unsatd. alkyl;EINECS 268-958-4"	4
"68155-38-4"	"Amines, C14-18 and C16-18-unsatd. alkyl;EINECS 268-958-4;(C14-C18) and (C16-C18)Unsaturated alkyl amine"	4
"68155-78-2"	"68155-78-2;Diethylenetriamine Penta(methylene Phosphonic Acid) Heptasaodium Salt;C9H21N3Na7O15P5"	4
"68186-14-1"	";;"	4
"68187-51-9"	";;"	4
"68187-60-0"	";;"	4
"68187-84-8"	";;"	4
"68188-48-7"	";;"	4
"68201-32-1"	";;"	4
"68201-59-2"	";;2-(Dodecyldimethylammonio)acetate"	4
"68213-23-0"	";2-(Dodecyldimethylammonio)acetate;683-10-3"	4
"683-10-3"	"2-(Dodecyldimethylammonio)acetate;683-10-3;Lauryl betaine"	4
"68307-98-2"	";;"	4
"68307-99-3"	";;"	4
"68308-01-0"	";;"	4
"68308-03-2"	";;"	4
"68308-09-8"	";;Calcium di(octacosanoate)"	4
"68308-10-1"	";Calcium di(octacosanoate);Calcium montanate"	4
"68308-22-5"	"Calcium di(octacosanoate);Calcium montanate;52258-47-6"	4
"68308-27-0"	";;"	4
"68308-36-1"	";;"	4
"68333-23-3"	";;"	4
"68333-29-9"	";;"	4
"68334-13-4"	";;"	4
"68334-18-9"	";;"	4
"68410-00-4"	";;"	4
"68410-45-7"	";;"	4
"68410-69-5"	";;C12 Branched alkylbenzenesulfonic acid"	4
"68410-99-1"	";C12 Branched alkylbenzenesulfonic acid;Benzenesulfonic acid, dodecyl-, branched"	4
"68411-32-5"	"C12 Branched alkylbenzenesulfonic acid;Benzenesulfonic acid, dodecyl-, branched;4-(10-methylundecyl)benzenesulfonic acid"	4
"68411-78-9"	"Lead oxide (PbO), lead-contg.;Leady lead monoxide;EINECS 215-626-1"	4
"68411-90-5"	"ADIPONITRILE;Hexanedinitrile;1,4-Dicyanobutane"	4
"68412-04-4"	"Acetylated myrcene;68412-04-4;Myrcenylacetat"	4
"68412-54-4"	";;HEPTADECANOIC ACID"	4
"68424-31-7"	";HEPTADECANOIC ACID;Margaric acid"	4
"68424-37-3"	"HEPTADECANOIC ACID;Margaric acid;506-12-7"	4
"68424-38-4"	";;Polysulfides, di-tert-nonyl"	4
"68424-61-3"	";Polysulfides, di-tert-nonyl;68425-16-1"	4
"68425-16-1"	"Polysulfides, di-tert-nonyl;68425-16-1;2,2,3,4-tetramethyl-4-(2,3,4,4-tetramethylpentan-2-yltrisulfanyl)pentane"	4
"68425-31-0"	";;Brij-35"	4
"68425-47-8"	";Brij-35;Polyethylene glycol monododecyl ether"	4
"68439-50-9"	"Brij-35;Polyethylene glycol monododecyl ether;68439-50-9"	4
"68439-80-5"	";;Heptanoic acid, mixed esters with pentaerythritol and valeric acid"	4
"68440-15-3"	";Heptanoic acid, mixed esters with pentaerythritol and valeric acid;Heptanoic acid mixed esters with pentaerythritol and valeric acid"	4
"68441-94-1"	"Heptanoic acid, mixed esters with pentaerythritol and valeric acid;Heptanoic acid mixed esters with pentaerythritol and valeric acid;EINECS 270-474-3"	4
"68442-69-3"	"DODECYLBENZENE;1-Phenyldodecane;123-01-3"	4
"68442-85-3"	";;68457-79-4"	4
"68442-97-7"	";68457-79-4;Phosphorodithioic acid, mixed O,O-bis(iso-Bu and pentyl) esters, zinc salts"	4
"68457-79-4"	"68457-79-4;Phosphorodithioic acid, mixed O,O-bis(iso-Bu and pentyl) esters, zinc salts;4563-55-7"	4
"68475-76-3"	";68476-25-5;PENTANE"	4
"68476-25-5"	"68476-25-5;PENTANE;n-Pentane"	4
"68476-43-7"	"PENTANE;n-Pentane;109-66-0"	4
"68476-44-8"	"HEXANE;n-Hexane;110-54-3"	4
"68476-45-9"	";;CYCLOPENTANE"	4
"68476-53-9"	";CYCLOPENTANE;Pentamethylene"	4
"68476-56-2"	"CYCLOPENTANE;Pentamethylene;287-92-3"	4
"68476-96-0"	";;"	4
"68477-39-4"	";;"	4
"68477-41-8"	";;"	4
"68477-42-9"	";;"	4
"68477-58-7"	";;"	4
"68477-73-6"	";;"	4
"68478-08-0"	";;"	4
"68478-10-4"	";;"	4
"68478-24-0"	";;N-[3-(ISOTRIDECYLOXY)PROPYL]PROPANE-1,3-DIAMINE"	4
"68478-33-1"	";N-[3-(ISOTRIDECYLOXY)PROPYL]PROPANE-1,3-DIAMINE;151789-07-0"	4
"68479-04-9"	"N-[3-(ISOTRIDECYLOXY)PROPYL]PROPANE-1,3-DIAMINE;151789-07-0;1,3-Propanediamine, N-[3-(C11-14-isoalkyloxy)propyl] derivs., C13-rich"	4
"68512-26-5"	";;Nitriles, C14-18 and C16-18-unsatd."	4
"68512-61-8"	";Nitriles, C14-18 and C16-18-unsatd.;EINECS 270-994-0"	4
"68513-04-2"	"Nitriles, C14-18 and C16-18-unsatd.;EINECS 270-994-0;(C14-C18) and (C16-C18)Unsaturated alkyl nitrile"	4
"68513-11-1"	";;"	4
"68513-13-3"	";;Hydrocarbons, C14-30, olefin-rich"	4
"68513-68-8"	";Hydrocarbons, C14-30, olefin-rich;EINECS 271-036-4"	4
"68514-35-2"	"Hydrocarbons, C14-30, olefin-rich;EINECS 271-036-4;EC 271-036-4"	4
"68514-39-6"	";Ketones, C12-branched;2,9-dimethyldecan-5-one"	4
"68514-41-0"	"Ketones, C12-branched;2,9-dimethyldecan-5-one;68514-41-0"	4
"68514-67-0"	";;Benzyl octyl phthalate"	4
"68515-32-2"	";Benzyl octyl phthalate;1248-43-7"	4
"68515-40-2"	"Benzyl octyl phthalate;1248-43-7;2-O-benzyl 1-O-octyl benzene-1,2-dicarboxylate"	4
"68515-44-6"	"DIHEPTYL PHTHALATE;Di-n-heptyl phthalate;3648-21-3"	4
"68515-45-7"	"DINONYL PHTHALATE;84-76-4;Di-n-nonyl phthalate"	4
"68515-51-5"	";;Pentene, 2,4,4-trimethyl-, sulfurized"	4
"68515-84-4"	";Pentene, 2,4,4-trimethyl-, sulfurized;68515-88-8"	4
"68515-88-8"	"Pentene, 2,4,4-trimethyl-, sulfurized;68515-88-8;DTXSID80873996"	4
"68526-52-3"	"3-HEXENE;Hex-3-ene;Alkenes, C6"	4
"68526-53-4"	";;"	4
"68526-54-5"	";;Alkenes, C9-11, C10-rich"	4
"68526-55-6"	";Alkenes, C9-11, C10-rich;68526-56-7"	4
"68526-56-7"	"Alkenes, C9-11, C10-rich;68526-56-7;Decene (petroleum)"	4
"68526-57-8"	";;"	4
"68526-58-9"	";;"	4
"68526-77-2"	";;6-METHYL-1-HEPTANOL"	4
"68526-82-9"	";6-METHYL-1-HEPTANOL;6-METHYLHEPTAN-1-OL"	4
"68526-83-0"	"6-METHYL-1-HEPTANOL;6-METHYLHEPTAN-1-OL;Isooctanol"	4
"68526-88-5"	";;"	4
"68526-89-6"	";;"	4
"68526-90-9"	";;"	4
"68526-91-0"	";;"	4
"68526-92-1"	";;"	4
"68526-93-2"	";;Alkenes, C12-24, chloro"	4
"68526-96-5"	";Alkenes, C12-24, chloro;(6E)-12-chlorododeca-1,6-diene"	4
"68527-02-6"	"Alkenes, C12-24, chloro;(6E)-12-chlorododeca-1,6-diene;68527-02-6"	4
"68527-04-8"	";;"	4
"68527-05-9"	";;"	4
"68527-06-0"	";;"	4
"68527-11-7"	";;"	4
"68527-13-9"	";;"	4
"68527-24-2"	";;2-METHYLDODECANE"	4
"68551-12-2"	";2-METHYLDODECANE;1560-97-0"	4
"68551-19-9"	"2-METHYLDODECANE;1560-97-0;Dodecane, 2-methyl-"	4
"68551-20-2"	"2-METHYLTETRADECANE;1560-95-8;Tetradecane, 2-methyl-"	4
"68553-14-0"	"Hydrocarbons, C8-11;Isoamylene polymer extract;EINECS 271-391-5"	4
"68584-26-9"	"Benzenesulfonic acid, C10-16-alkyl derivs., magnesium salts;68584-26-9;DTXSID00891314"	4
"686-31-7"	"tert-Amyl peroxy-2-ethylhexanoate;686-31-7;2-methylbutan-2-yl 2-ethylhexaneperoxoate"	4
"68602-85-7"	";;"	4
"68603-02-1"	";;"	4
"68603-10-1"	";;"	4
"68603-11-2"	";;"	4
"68603-87-2"	";;"	4
"68604-71-7"	";;benzene hexane"	4
"68606-24-6"	";benzene hexane;hexane benzene"	4
"68606-28-0"	"benzene hexane;hexane benzene;Hexan.Benzol"	4
"68606-31-5"	";;"	4
"68606-36-0"	";;"	4
"68607-28-3"	";;1-Phenylnonane"	4
"68607-29-4"	";1-Phenylnonane;Nonylbenzene"	4
"68608-80-0"	"1-Phenylnonane;Nonylbenzene;1081-77-2"	4
"68608-89-9"	";;Oleic acid compound with propane-1,2-diol (1:1)"	4
"68609-68-7"	";Oleic acid compound with propane-1,2-diol (1:1);Vikoflex 4964"	4
"68609-92-7"	"Oleic acid compound with propane-1,2-diol (1:1);Vikoflex 4964;EINECS 271-842-6"	4
"68610-07-1"	"phenol-formaldehyde;Formaldehyde, polymers with isobutylenated phenol;68130-83-6"	4
"68610-24-2"	";;Di-sec-butyl ether"	4
"68611-44-9"	";Di-sec-butyl ether;sec-Butyl ether"	4
"6863-58-7"	"Di-sec-butyl ether;sec-Butyl ether;6863-58-7"	4
"68647-60-9"	"PENTANE;n-Pentane;109-66-0"	4
"68647-68-7"	";;TRIDECYLBENZENE"	4
"68648-24-8"	";TRIDECYLBENZENE;1-Phenyltridecane"	4
"68648-87-3"	"TRIDECYLBENZENE;1-Phenyltridecane;123-02-4"	4
"68649-11-6"	"Hydrogenated didecene;9,10-dimethyloctadecane;Octadecane, 9,10-dimethyl"	4
"68649-42-3"	"TEA TREE OIL;68649-42-3;68647-73-4"	4
"68649-83-2"	";;Triflumizole"	4
"68650-39-5"	";Triflumizole;68694-11-1"	4
"68694-11-1"	"Triflumizole;68694-11-1;Triflumizol"	4
"68783-05-1"	";;"	4
"68783-11-9"	";;"	4
"68783-41-5"	";;"	4
"68783-62-0"	";;Phosphorodithioic acid, mixed O,O-bis(sec-Bu and 1,3-dimethylbutyl) esters, zinc salts"	4
"68783-78-8"	";Phosphorodithioic acid, mixed O,O-bis(sec-Bu and 1,3-dimethylbutyl) esters, zinc salts;68784-31-6"	4
"68784-31-6"	"Phosphorodithioic acid, mixed O,O-bis(sec-Bu and 1,3-dimethylbutyl) esters, zinc salts;68784-31-6;zinc O-(sec-butyl) O-(1,3-dimethylbutyl)dithiophosphate"	4
"68784-32-7"	"Phosphorodithioic acid, mixed O,O-bis(2-ethylhexyl and iso-Bu) esters;O-(2-Ethylhexyl) o-isobutyl dithiophosphate;68784-32-7"	4
"68784-34-9"	"Phosphorodithioic acid, mixed O,O-bis(hexyl and iso-Bu) esters, zinc salts;68784-34-9;EINECS 272-241-1"	4
"68784-70-3"	";TRIBUTYL BORATE;688-74-4"	4
"688-74-4"	"TRIBUTYL BORATE;688-74-4;Tributoxyborane"	4
"68814-47-1"	";;68814-95-9"	4
"68814-87-9"	";68814-95-9;N,N-di(octadecan-9-yl)octadecan-9-amine"	4
"68814-95-9"	"68814-95-9;N,N-di(octadecan-9-yl)octadecan-9-amine;Tri(octyl-decyl)amine"	4
"68815-56-5"	"68815-56-5;Polyethylene glycol 3-carboxy-1-oxosulfopropyl C10-16-alkyl ether disodium salts;Poly(oxy-1,2-ethanediyl), .alpha.-(3-carboxy-1-oxosulfopropyl)-.omega.-hydroxy-, C10-16-alkyl ethers, disodium salts"	4
"68815-67-8"	"Phenol, thiobis[tetrapropylene-;68815-67-8;Phenol, thiobis(tetrapropylene-"	4
"68855-59-4"	";68860-54-8;2-methylbutan-2-yl 3,5,5-trimethylhexaneperoxoate"	4
"68860-54-8"	"68860-54-8;2-methylbutan-2-yl 3,5,5-trimethylhexaneperoxoate;1,1-dimethylpropyl 3,5,5-trimethylperoxyhexanoate"	4
"68891-84-9"	";;"	4
"68911-87-5"	";;"	4
"68915-31-1"	";;"	4
"68915-38-8"	";;"	4
"68915-96-8"	";;"	4
"68915-97-9"	";;"	4
"68918-73-0"	";;"	4
"68919-15-3"	";;"	4
"68920-06-9"	";;NONANOIC ACID"	4
"68921-67-5"	";NONANOIC ACID;Pelargonic acid"	4
"68937-75-7"	"NONANOIC ACID;Pelargonic acid;112-05-0"	4
"68937-84-8"	"METHYL PENTADECANOATE;7132-64-1;Pentadecanoic acid, methyl ester"	4
"68937-90-6"	"Trimer acid;Fatty acids, C18-unsatd., trimers;68937-90-6"	4
"68938-03-4"	";;"	4
"68938-04-5"	";;Potassium sodium 2,6-dichlorosalicylate"	4
"68938-07-8"	";Potassium sodium 2,6-dichlorosalicylate;UNII-9YKD78BQYI"	4
"68938-79-4"	"Potassium sodium 2,6-dichlorosalicylate;UNII-9YKD78BQYI;Benzoic acid, 3,6-dichloro-2-hydroxy-, potassium sodium salt"	4
"68938-80-7"	"Benzoic acid, 3,6-dichloro-2-hydroxy-, dipotassium salt;68938-80-7;Dipotassium 3,6-dichlorosalicylate"	4
"68938-81-8"	"Potassium 2,5-dichlorophenolate;Phenol, 2,5-dichloro-, potassium salt;68938-81-8"	4
"68952-77-2"	";;"	4
"68953-27-5"	";;Benzenesulfonic acid, mono-C11-13-branched alkyl derivs., calcium salts"	4
"68953-36-6"	";Benzenesulfonic acid, mono-C11-13-branched alkyl derivs., calcium salts;68953-96-8"	4
"68953-96-8"	"Benzenesulfonic acid, mono-C11-13-branched alkyl derivs., calcium salts;68953-96-8;DTXSID7058678"	4
"68955-96-4"	";;"	4
"68955-98-6"	";;"	4
"68956-48-9"	";;trans-2-Butene"	4
"68956-52-5"	";trans-2-Butene;2-BUTENE"	4
"68956-54-7"	"trans-2-Butene;2-BUTENE;Pseudobutylene"	4
"68956-70-7"	";;"	4
"68971-49-3"	";;"	4
"68987-42-8"	";;"	4
"68988-46-5"	";;"	4
"68990-20-5"	";;"	4
"68990-21-6"	";;"	4
"68990-52-3"	";;trans-3,trans-6-decadiene"	4
"68990-81-8"	";trans-3,trans-6-decadiene;68991-52-6"	4
"68991-52-6"	"trans-3,trans-6-decadiene;68991-52-6;Alkenes, C10-16 poly-"	4
"69-53-4"	"69-53-4;Ampicillin;Aminobenzylpenicillin"	4
"69011-71-8"	";;"	4
"69012-64-2"	";;"	4
"69013-21-4"	";;"	4
"69029-52-3"	";;"	4
"69029-74-9"	";;Fluroxypyr"	4
"69103-05-5"	";Fluroxypyr;69377-81-7"	4
"69377-81-7"	"Fluroxypyr;69377-81-7;4-Amino-3,5-dichloro-6-fluoro-2-pyridyloxyacetic acid"	4
"69430-33-7"	"PROPANE;n-Propane;Dimethylmethane"	4
"696-44-6"	"N-Methyl-m-toluidine;N,3-Dimethylaniline;696-44-6"	4
"6988-21-2"	"DIOXACARB;Dioxacarbe;Dioxocarb"	4
"70-11-1"	"2-Bromoacetophenone;Phenacyl bromide;70-11-1"	4
"70-47-3"	"L-asparagine;asparagine;70-47-3"	4
"70024-92-9"	";7005-47-2;2-(Dimethylamino)-2-methylpropan-1-ol"	4
"7005-47-2"	"7005-47-2;2-(Dimethylamino)-2-methylpropan-1-ol;Dmamp"	4
"70321-72-1"	";;"	4
"70528-83-5"	";;Metalaxyl-M"	4
"70592-79-9"	";Metalaxyl-M;Mefenoxam"	4
"70630-17-0"	"Metalaxyl-M;Mefenoxam;70630-17-0"	4
"70657-70-4"	"2-Methoxypropyl acetate;70657-70-4;2-Methoxy-1-propyl acetate"	4
"70692-93-2"	"70692-93-2;Nickel zirconium trioxide;Nickel zirconate"	4
"70693-06-0"	";;"	4
"70776-03-3"	";;"	4
"70851-07-9"	";;"	4
"70913-85-8"	";;"	4
"70914-20-4"	";;"	4
"70955-03-2"	";;"	4
"70955-04-3"	";;"	4
"70955-08-7"	";;"	4
"70955-11-2"	";;(2S)-(+)-Glycidyl tosylate"	4
"70983-72-1"	";(2S)-(+)-Glycidyl tosylate;70987-78-9"	4
"70987-78-9"	"(2S)-(+)-Glycidyl tosylate;70987-78-9;(S)-Glycidyl tosylate"	4
"71-58-9"	"Medroxyprogesterone acetate;71-58-9;Medroxyprogesterone 17-acetate"	4
"71011-27-3"	";Diphenylchlorarsine;DIPHENYLCHLOROARSINE"	4
"712-48-1"	"Diphenylchlorarsine;DIPHENYLCHLOROARSINE;Sneezing gas"	4
"71283-80-2"	"Fenoxaprop-P-ethyl;71283-80-2;Ethyl (2R)-(+)-2-[4-(6-chlorobenzoxazol-2-yloxy)phenoxy]propionate"	4
"713-95-1"	"DELTA-DODECALACTONE;713-95-1;5-Dodecanolide"	4
"71526-07-3"	"71526-07-3;2,2-dichloro-1-(1-oxa-4-azaspiro[4.5]decan-4-yl)ethanone;AD-67 Antidote"	4
"71626-11-4"	"BENALAXYL;71626-11-4;Galben"	4
"71786-47-5"	";;"	4
"71786-60-2"	";;"	4
"71808-39-4"	";;EINECS 276-431-5"	4
"72162-15-3"	";EINECS 276-431-5;Nitric acid, reaction products with cyclododecanol and cyclododecanone, by-products from, high-boiling fraction"	4
"72162-23-3"	"EINECS 276-431-5;Nitric acid, reaction products with cyclododecanol and cyclododecanone, by-products from, high-boiling fraction;Cyclododecanol, cyclododecanone, nitric acid reaction product, high-boiling fraction"	4
"72162-28-8"	"2-Propanone, reaction products with phenol;Phenol Acetone;Phenol, acetone reaction product"	4
"72178-02-0"	"Fomesafen;72178-02-0;Fomesafene"	4
"72275-86-6"	";sulfamethoxazole;723-46-6"	4
"723-46-6"	"sulfamethoxazole;723-46-6;Sulphamethoxazole"	4
"72319-19-8"	"2,7-Naphthalenedisulfonic acid, nickel(2+) salt (1:1);72319-19-8;SCHEMBL11774458"	4
"7235-40-7"	"beta-carotene;7235-40-7;beta Carotene"	4
"72379-28-3"	";(C9-C28) Neoacids;Fatty acids, C9-28-neo-"	4
"72480-45-6"	"(C9-C28) Neoacids;Fatty acids, C9-28-neo-;16,16-dimethylheptadecanoic acid"	4
"72624-02-3"	"4-HEPTYLPHENOL;4-n-Heptylphenol;1987-50-4"	4
"7292-16-2"	"PROPAPHOS;7292-16-2;4-Methylthiophenyl dipropyl phosphate"	4
"72963-72-5"	"Imiprothrin;72963-72-5;Pralle"	4
"73-32-5"	"l-isoleucine;Isoleucine;73-32-5"	4
